Date,Close,Open,High,Low,Volume,Change %
2018-07-06,7186.71,7225.95,7225.95,7143.57,71110.0,-0.65%
2018-07-09,7186.62,7196.83,7214.57,7162.64,73630.0,0.00%
2018-07-10,7233.29,7218.25,7233.29,7192.58,77740.0,0.65%
2018-07-11,7333.73,7245.73,7333.73,7239.11,78570.0,1.39%
2018-07-12,7350.58,7328.04,7370.46,7307.6,93820.0,0.23%
2018-07-13,7399.18,7372.48,7405.42,7366.5,76320.0,0.66%
2018-07-16,7369.44,7388.98,7390.0,7334.88,48800.0,-0.40%
2018-07-17,7381.68,7375.1,7385.95,7346.78,52910.0,0.17%
2018-07-18,7451.37,7381.74,7451.37,7379.97,60960.0,0.94%
2018-07-19,7387.87,7443.94,7459.14,7365.69,71820.0,-0.85%
2018-07-20,7399.61,7390.57,7411.45,7327.35,90140.0,0.16%
2018-07-23,7376.8,7388.5,7408.16,7368.52,87350.0,-0.31%
2018-07-24,7447.02,7362.98,7447.02,7362.98,92350.0,0.95%
2018-07-25,7514.0,7438.85,7620.39,7438.85,153690.0,0.90%
2018-07-26,7665.85,7557.86,7665.85,7557.86,165590.0,2.02%
2018-07-27,7701.38,7661.66,7701.38,7586.34,137030.0,0.46%
2018-07-30,7773.32,7693.45,7773.32,7683.1,99190.0,0.93%
2018-07-31,7672.0,7730.09,7742.85,7623.77,158110.0,-1.30%
2018-08-01,7838.22,7664.99,7838.22,7655.3,141750.0,2.17%
2018-08-02,7759.55,7824.52,7824.52,7746.09,95530.0,-1.00%
2018-08-03,7819.39,7763.49,7819.39,7709.86,102640.0,0.77%
2018-08-06,7817.31,7809.38,7843.59,7784.05,81450.0,-0.03%
2018-08-07,7725.85,7813.38,7814.89,7725.85,87590.0,-1.17%
2018-08-08,7851.46,7737.49,7851.46,7737.49,130490.00000000001,1.63%
2018-08-09,7820.71,7856.7,7879.27,7751.42,148340.0,-0.39%
2018-08-10,7804.98,7804.02,7840.63,7781.82,101340.0,-0.20%
2018-08-13,7635.27,7782.11,7782.11,7634.6,80860.0,-2.17%
2018-08-14,7527.78,7623.11,7623.11,7508.83,79680.0,-1.41%
2018-08-15,7540.92,7520.99,7566.62,7513.44,56100.0,0.17%
2018-08-16,7517.36,7534.57,7541.92,7478.94,77970.0,-0.31%
2018-08-17,7583.52,7529.96,7617.49,7529.96,97380.0,0.88%
2018-08-20,7500.53,7592.17,7606.81,7500.53,44870.0,-1.09%
2018-08-22,7632.26,7551.65,7632.26,7529.64,75660.0,1.76%
2018-08-23,7804.03,7623.77,7804.03,7623.77,125260.0,2.25%
2018-08-24,7766.47,7775.52,7783.29,7718.17,135060.0,-0.48%
2018-08-28,7844.61,7769.81,7861.6,7769.81,127190.0,1.01%
2018-08-29,7830.96,7803.04,7831.34,7773.07,164560.0,-0.17%
2018-08-30,7853.16,7818.27,7875.16,7818.27,155650.0,0.28%
2018-08-31,7855.71,7838.06,7855.71,7776.85,180130.0,0.03%
2018-09-03,7832.22,7879.0,7879.0,7820.92,152400.0,-0.30%
2018-09-04,7881.82,7842.68,7881.82,7828.38,92540.0,0.63%
2018-09-05,7752.27,7859.76,7861.4,7699.02,123860.0,-1.64%
2018-09-06,7638.71,7715.14,7715.14,7552.24,124870.0,-1.46%
2018-09-07,7598.64,7597.42,7620.88,7526.73,115470.0,-0.52%
2018-09-10,7596.15,7591.51,7605.57,7466.27,115000.0,-0.03%
2018-09-11,7518.01,7582.81,7582.81,7492.4,79840.0,-1.03%
2018-09-12,7449.2,7505.2,7534.23,7449.2,91630.0,-0.92%
2018-09-13,7517.37,7473.4,7517.37,7452.81,89730.0,0.92%
2018-09-14,7413.15,7508.34,7517.63,7413.15,91030.0,-1.39%
2018-09-17,7413.56,7424.88,7433.69,7399.19,55310.0,0.01%
2018-09-18,7286.34,7411.77,7418.54,7273.98,99720.0,-1.72%
2018-09-19,7221.23,7285.57,7337.68,7203.36,103640.0,-0.89%
2018-09-20,7134.73,7256.53,7259.76,7134.73,93250.0,-1.20%
2018-09-21,7383.0,7184.57,7383.0,7180.0,200290.0,3.48%
2018-09-24,7433.61,7361.58,7433.61,7361.58,69750.0,0.69%
2018-09-25,7332.17,7426.66,7426.66,7331.75,58960.0,-1.36%
2018-09-26,7268.21,7342.61,7342.61,7205.04,140450.0,-0.87%
2018-09-27,7320.59,7272.44,7320.59,7215.67,81300.0,0.72%
2018-09-28,7276.82,7313.67,7375.52,7276.82,106380.0,-0.60%
2018-10-01,7222.08,7256.54,7261.4,7176.2,65290.00000000001,-0.75%
2018-10-02,7132.36,7237.41,7237.41,7093.92,104530.0,-1.24%
2018-10-03,7210.87,7129.4,7210.87,7095.26,58030.0,1.10%
2018-10-04,7093.34,7190.83,7194.06,7093.34,62010.0,-1.63%
2018-10-05,7078.2,7093.92,7102.33,7072.28,61390.0,-0.21%
2018-10-08,7050.82,7079.88,7123.29,7050.82,57950.0,-0.39%
2018-10-09,7059.38,7063.91,7066.11,7016.48,61610.0,0.12%
2018-10-10,7001.14,7092.8,7092.8,6960.43,89020.0,-0.82%
2018-10-11,6884.38,6934.76,6934.76,6790.58,99350.0,-1.67%
2018-10-12,7004.77,6872.89,7004.77,6847.86,89660.0,1.75%
2018-10-15,6926.51,7035.97,7063.38,6926.51,74530.0,-1.12%
2018-10-16,6987.02,6936.17,6987.02,6894.29,84980.0,0.87%
2018-10-17,7099.68,7015.55,7140.08,7015.55,102670.0,1.61%
2018-10-18,7141.25,7095.89,7141.25,7060.84,49170.0,0.59%
2018-10-19,7151.52,7122.5,7162.68,7086.57,90840.0,0.14%
2018-10-22,7236.16,7144.98,7251.08,7124.7,81830.0,1.18%
2018-10-23,7197.62,7262.71,7265.11,7159.72,68100.0,-0.53%
2018-10-24,7129.42,7185.83,7186.32,7129.42,80340.0,-0.95%
2018-10-25,6966.84,7086.17,7086.17,6941.1,111610.0,-2.28%
2018-10-26,7064.33,6987.8,7065.38,6979.07,61140.0,1.40%
2018-10-29,7109.03,7054.65,7109.03,7046.11,52860.0,0.63%
2018-10-30,7016.06,7093.75,7097.39,7016.06,48500.0,-1.31%
2018-10-31,7140.29,7032.63,7140.29,7032.63,155340.0,1.77%
2018-11-05,7213.44,7204.13,7242.99,7189.63,145070.0,1.02%
2018-11-06,7180.11,7213.21,7276.54,7162.17,96520.0,-0.46%
2018-11-07,7033.93,7181.26,7185.61,6994.26,98810.0,-2.04%
2018-11-08,7035.71,7025.08,7036.5,6946.83,111660.0,0.03%
2018-11-09,6968.82,7039.39,7039.39,6941.99,87360.0,-0.95%
2018-11-12,6926.2,6967.65,6967.65,6917.54,120850.0,-0.61%
2018-11-13,6843.83,6912.14,6913.51,6820.22,156950.0,-1.19%
2018-11-14,6923.08,6867.33,6932.4,6861.09,95920.0,1.16%
2018-11-15,6952.59,6912.19,6971.63,6898.55,85200.0,0.43%
2018-11-16,7083.34,7009.08,7121.85,7009.08,167720.0,1.88%
2018-11-19,7270.26,7105.81,7270.26,7099.68,169190.0,2.64%
2018-11-20,7302.94,7234.81,7311.54,7171.8,111950.0,0.45%
2018-11-21,7265.45,7262.24,7267.13,7202.94,97650.0,-0.51%
2018-11-22,7268.38,7260.81,7278.88,7228.35,74860.0,0.04%
2018-11-23,7340.18,7277.92,7348.14,7264.37,90000.0,0.99%
2018-11-26,7397.87,7352.29,7428.29,7332.43,100660.0,0.79%
2018-11-27,7413.63,7399.89,7413.63,7349.72,100040.0,0.21%
2018-11-28,7382.43,7420.26,7423.78,7350.28,151930.0,-0.42%
2018-11-29,7367.85,7409.35,7482.35,7367.85,355130.0,-0.20%
2018-12-03,7532.9,7468.62,7539.67,7468.62,230770.0,2.24%
2018-12-04,7703.92,7537.41,7703.92,7522.97,221220.0,2.27%
2018-12-05,7630.9,7579.96,7634.09,7550.96,182160.0,-0.95%
2018-12-06,7535.32,7633.92,7637.18,7535.32,127130.0,-1.25%
2018-12-07,7461.06,7529.95,7538.19,7449.95,90970.0,-0.99%
2018-12-10,7348.21,7445.51,7445.51,7348.21,66090.0,-1.51%
2018-12-11,7451.08,7386.11,7451.08,7379.05,85730.0,1.40%
2018-12-12,7488.24,7455.98,7488.24,7425.66,145920.0,0.50%
2018-12-13,7522.92,7514.35,7556.24,7513.56,115610.0,0.46%
2018-12-14,7524.37,7506.4,7559.27,7503.09,132790.0,0.02%
2018-12-17,7520.4,7501.27,7538.14,7490.56,109720.0,-0.05%
2018-12-18,7420.4,7478.36,7482.21,7397.23,115230.0,-1.33%
2018-12-19,7579.62,7412.28,7579.62,7406.53,100880.0,2.15%
2018-12-20,7563.41,7514.07,7584.44,7498.19,99260.0,-0.21%
2018-12-21,7479.71,7536.87,7548.13,7452.24,127300.0,-1.11%
2018-12-26,7450.01,7436.73,7453.22,7378.88,49090.0,-0.40%
2018-12-27,7482.66,7465.04,7514.33,7447.22,72000.0,0.44%
2018-12-28,7466.02,7497.16,7507.29,7466.02,84870.0,-0.22%
2019-01-02,7489.2,7496.57,7540.26,7465.76,52920.0,0.31%
2019-01-03,7680.6,7507.48,7680.6,7490.28,149810.0,2.56%
2019-01-04,7761.11,7657.18,7801.5,7657.18,165430.0,1.05%
2019-01-07,7787.66,7800.88,7900.7,7787.66,178610.0,0.34%
2019-01-08,7702.12,7820.26,7826.08,7702.12,130539.99999999999,-1.10%
2019-01-09,7919.67,7775.21,7919.67,7765.91,172180.0,2.82%
2019-01-10,7985.23,7931.87,7992.33,7898.63,183790.0,0.83%
2019-01-11,7904.09,7965.44,7965.44,7855.69,142710.0,-1.02%
2019-01-14,8024.14,7886.4,8024.14,7818.95,135680.0,1.52%
2019-01-15,8013.42,8009.08,8027.92,7976.43,143930.0,-0.13%
2019-01-16,7864.7,7983.46,7990.65,7848.7,130160.0,-1.86%
2019-01-17,7927.2,7866.42,7937.98,7865.13,216710.0,0.79%
2019-01-18,8047.12,7932.11,8057.57,7919.5,174370.0,1.51%
2019-01-21,8007.46,8055.48,8067.08,7964.06,109110.0,-0.49%
2019-01-22,8008.67,8023.84,8029.8,7979.14,121800.0,0.02%
2019-01-23,7989.65,7941.05,7989.65,7901.64,110830.0,-0.24%
2019-01-24,8064.9,8000.65,8068.48,8000.65,107880.0,0.94%
2019-01-25,8053.2,8075.66,8116.23,8038.94,78770.0,-0.15%
2019-01-28,8053.92,8071.12,8143.61,8042.2,108780.0,0.01%
2019-01-29,8050.82,8086.93,8087.39,8014.94,126730.0,-0.04%
2019-01-30,7979.95,8038.77,8046.95,7912.16,125350.0,-0.88%
2019-01-31,8007.48,7999.41,8099.23,7999.41,139250.0,0.34%
2019-02-01,8144.16,8038.65,8165.66,8038.65,110510.0,1.71%
2019-02-04,8069.48,8131.55,8148.88,8068.74,48070.0,-0.92%
2019-02-06,8058.45,8091.45,8213.71,8058.45,91050.0,-0.14%
2019-02-07,8100.3,8093.17,8127.08,8087.73,86740.0,0.52%
2019-02-08,8070.89,8091.7,8096.47,8035.84,111940.0,-0.36%
2019-02-11,8061.54,8088.34,8105.58,8061.54,98240.0,-0.12%
2019-02-12,8009.92,8076.6,8083.53,7984.42,102270.0,-0.64%
2019-02-13,7920.24,8040.34,8040.43,7889.46,99560.0,-1.12%
2019-02-14,7991.25,7960.19,7996.21,7920.62,94510.0,0.90%
2019-02-15,7908.89,7965.17,7999.84,7908.89,157770.0,-1.03%
2019-02-18,7910.58,7924.6,7964.05,7910.58,95640.0,0.02%
2019-02-19,7833.75,7923.36,7938.79,7830.63,143590.0,-0.97%
2019-02-20,7939.24,7849.08,7944.59,7848.47,116090.0,1.35%
2019-02-21,7931.3,7946.66,7946.66,7892.58,106100.0,-0.10%
2019-02-22,7962.13,7940.29,7962.13,7894.56,75850.0,0.39%
2019-02-26,7988.16,7996.15,7996.15,7945.03,121760.0,0.33%
2019-02-27,7889.12,7962.1,7972.69,7877.63,103090.0,-1.24%
2019-02-28,7705.49,7919.99,7919.99,7705.49,199670.0,-2.33%
2019-03-01,7641.77,7711.7,7754.45,7587.99,148720.0,-0.83%
2019-03-04,7675.47,7631.9,7698.44,7595.92,93140.0,0.44%
2019-03-05,7670.62,7700.38,7734.71,7667.14,112940.0,-0.06%
2019-03-06,7821.34,7674.56,7821.34,7674.56,174820.0,1.96%
2019-03-07,7881.79,7806.5,7881.79,7795.21,147490.0,0.77%
2019-03-08,7797.11,7868.5,7884.46,7797.11,79710.0,-1.07%
2019-03-11,7708.72,7815.28,7823.8,7708.72,131470.0,-1.13%
2019-03-12,7747.54,7728.22,7773.61,7728.22,92160.0,0.50%
2019-03-13,7766.15,7725.62,7766.15,7724.79,88020.0,0.24%
2019-03-14,7750.42,7741.78,7763.97,7718.77,113340.0,-0.20%
2019-03-15,7798.28,7748.07,7798.28,7701.74,351320.0,0.62%
2019-03-18,7873.02,7794.58,7873.02,7760.51,86080.0,0.96%
2019-03-19,7843.41,7863.7,7878.8,7843.41,101670.0,-0.38%
2019-03-20,7858.2,7848.16,7875.62,7823.6,90480.0,0.19%
2019-03-21,7954.72,7875.78,7954.72,7869.31,138210.0,1.23%
2019-03-22,8013.42,7956.67,8032.4,7951.06,171640.0,0.74%
2019-03-25,7863.02,7994.34,7994.34,7808.32,89760.0,-1.88%
2019-03-26,7907.03,7875.3,7910.69,7869.43,78580.0,0.56%
2019-03-27,7861.05,7915.91,7915.91,7840.64,86100.0,-0.58%
2019-03-28,7876.4,7897.72,7898.47,7856.09,90610.0,0.20%
2019-03-29,7920.93,7891.09,7920.93,7887.47,133110.0,0.57%
2019-04-01,7840.31,7923.16,7923.83,7809.61,93680.0,-1.02%
2019-04-02,7879.21,7854.35,7893.5,7854.35,96440.0,0.50%
2019-04-03,7895.06,7880.48,7895.06,7860.51,76710.0,0.20%
2019-04-04,7854.13,7892.62,7897.61,7835.74,132570.0,-0.52%
2019-04-05,7873.18,7866.41,7886.63,7866.41,99700.0,0.24%
2019-04-08,7915.63,7879.47,7955.27,7879.47,136680.0,0.54%
2019-04-10,8008.53,7976.44,8008.53,7953.14,177900.0,1.17%
2019-04-11,7955.8,7990.71,7999.52,7955.8,107650.0,-0.66%
2019-04-12,7880.82,7970.96,7979.53,7880.82,96390.0,-0.94%
2019-04-15,7787.98,7887.78,7914.75,7787.98,115450.0,-1.18%
2019-04-16,7826.46,7800.06,7859.72,7799.13,168560.0,0.49%
2019-04-17,7835.15,7832.71,7860.74,7823.86,133850.0,0.11%
2019-04-22,7832.43,7840.23,7858.84,7818.04,86810.0,-0.03%
2019-04-23,7818.93,7827.03,7834.78,7769.72,93640.0,-0.17%
2019-04-24,7846.99,7799.06,7846.99,7799.06,171810.0,0.36%
2019-04-25,7894.45,7848.45,7894.45,7831.62,137320.0,0.60%
2019-04-26,7868.28,7892.9,7899.57,7839.52,108070.0,-0.33%
2019-04-29,7897.02,7861.22,7897.02,7846.33,,0.37%
2019-04-30,7952.72,7891.57,7952.72,7888.87,109870.0,0.71%
2019-05-02,8001.57,7952.52,8040.78,7946.79,135020.0,0.61%
2019-05-03,7967.98,8004.27,8077.51,7967.98,174130.0,-0.42%
2019-05-06,7862.3,7972.86,7974.36,7851.16,125470.0,-1.33%
2019-05-07,7910.63,7871.51,7922.05,7861.34,84470.0,0.61%
2019-05-08,7926.69,7902.64,7926.69,7754.95,148320.0,0.20%
2019-05-09,7755.62,7857.75,7864.02,7755.62,173410.0,-2.16%
2019-05-10,7742.2,7755.94,7841.65,7719.43,120810.0,-0.17%
2019-05-14,7646.66,7718.31,7718.31,7577.72,187690.0,-1.23%
2019-05-15,7576.71,7671.16,7711.19,7576.71,119560.0,-0.91%
2019-05-16,7475.16,7559.95,7586.12,7475.16,184190.0,-1.34%
2019-05-17,7583.82,7482.47,7636.91,7482.47,138640.0,1.45%
2019-05-20,7660.14,7586.95,7660.14,7533.95,86380.0,1.01%
2019-05-21,7721.56,7662.48,7740.88,7639.59,99520.0,0.80%
2019-05-22,7815.07,7731.03,7838.55,7725.43,115020.0,1.21%
2019-05-23,7804.03,7807.5,7821.89,7764.11,84810.0,-0.14%
2019-05-24,7747.09,7770.63,7770.63,7664.52,88450.0,-0.73%
2019-05-27,7725.01,7718.8,7742.45,7693.94,72060.0,-0.29%
2019-05-28,7761.29,7728.39,7784.66,7702.9,361830.0,0.47%
2019-05-29,7797.75,7778.48,7816.38,7778.48,99810.0,0.47%
2019-05-30,7836.55,7810.56,7908.5,7809.11,164210.0,0.50%
2019-05-31,7970.02,7872.77,7970.02,7872.77,153170.0,1.70%
2019-06-03,8084.88,7963.33,8139.74,7951.87,171650.0,1.44%
2019-06-04,7945.37,8075.78,8083.37,7945.37,108160.0,-1.73%
2019-06-06,7959.86,7980.39,7980.39,7937.73,123650.0,0.18%
2019-06-07,7983.98,7955.8,7983.98,7921.8,62250.0,0.30%
2019-06-10,8045.39,7981.59,8055.05,7967.24,92980.0,0.77%
2019-06-11,8030.98,8045.98,8108.26,8030.98,109440.0,-0.18%
2019-06-13,8051.76,8032.22,8051.76,7953.28,116880.0,0.26%
2019-06-14,7990.2,8058.21,8058.21,7944.82,99290.0,-0.76%
2019-06-17,7908.99,7991.78,7991.78,7908.99,61310.0,-1.02%
2019-06-18,7922.04,7898.44,7935.14,7875.5,76220.0,0.16%
2019-06-19,8017.01,7941.49,8017.01,7937.96,86840.0,1.20%
2019-06-20,8022.42,7984.8,8022.42,7952.86,113300.0,0.07%
2019-06-21,8055.47,8032.86,8055.47,7999.02,226000.0,0.41%
2019-06-24,8060.58,8067.58,8103.91,8060.58,104360.0,0.06%
2019-06-25,8034.09,8074.15,8100.08,8034.09,108340.0,-0.33%
2019-06-26,8013.57,8025.04,8051.59,7983.14,117900.0,-0.26%
2019-06-27,8057.64,8003.37,8057.64,8003.22,108040.0,0.55%
2019-06-28,7999.71,8032.3,8042.22,7951.34,125840.0,-0.72%
2019-07-01,8043.71,8011.47,8043.71,7993.66,77500.0,0.55%
2019-07-02,8093.6,8038.22,8093.6,8022.52,122670.0,0.62%
2019-07-03,8092.68,8100.35,8122.39,8092.26,104360.0,-0.01%
2019-07-04,8064.92,8096.28,8112.84,8064.92,71960.0,-0.34%
2019-07-05,8117.94,8072.21,8125.16,8072.21,87420.0,0.66%
2019-07-08,8051.52,8108.25,8108.54,8051.52,84910.0,-0.82%
2019-07-09,8042.04,8045.12,8053.62,8010.69,92060.0,-0.12%
2019-07-10,8078.21,8051.45,8078.21,8020.87,89540.0,0.45%
2019-07-11,8154.49,8098.37,8154.49,8083.22,92550.0,0.94%
2019-07-12,8141.82,8159.63,8197.52,8141.82,146640.0,-0.16%
2019-07-15,8365.29,8153.88,8365.29,8153.88,143720.0,2.74%
2019-07-16,8263.57,8354.84,8419.59,8263.57,185340.0,-1.22%
2019-07-17,8233.48,8286.86,8311.68,8232.1,87300.0,-0.36%
2019-07-18,8258.05,8241.59,8300.49,8241.59,72290.0,0.30%
2019-07-19,8270.07,8280.23,8311.92,8264.56,114020.0,0.15%
2019-07-22,8246.83,8163.0,8246.83,8163.0,78990.0,-0.28%
2019-07-23,8251.46,8247.93,8264.89,8226.23,95450.0,0.06%
2019-07-24,8161.49,8217.64,8243.83,8161.49,74750.0,-1.09%
2019-07-25,8272.18,8169.92,8272.18,8115.44,99250.0,1.36%
2019-07-26,8183.99,8210.52,8235.46,8177.04,77790.0,-1.07%
2019-07-29,8188.52,8190.02,8205.15,8116.06,56340.0,0.06%
2019-07-30,8150.46,8176.6,8176.6,8120.72,122550.0,-0.46%
2019-07-31,8045.8,8142.16,8142.16,8023.45,108260.0,-1.28%
2019-08-01,8098.16,8035.75,8098.16,7975.53,93570.0,0.65%
2019-08-02,8129.93,8083.32,8129.93,8006.55,77490.0,0.39%
2019-08-05,7890.02,8102.0,8102.0,7890.02,128729.99999999999,-2.95%
2019-08-06,7766.75,7832.69,7832.69,7720.02,168650.0,-1.56%
2019-08-07,7917.39,7792.31,7917.39,7792.31,99010.0,1.94%
2019-08-08,7914.16,7931.91,7959.34,7910.46,140300.0,-0.04%
2019-08-09,7854.39,7918.54,7941.96,7854.39,104300.0,-0.76%
2019-08-13,7788.45,7849.43,7850.87,7622.27,235490.0,-0.84%
2019-08-14,7858.65,7775.84,7892.43,7751.19,149690.0,0.90%
2019-08-15,7828.86,7719.02,7828.86,7624.2,198030.0,-0.38%
2019-08-16,7795.98,7802.56,7885.94,7777.07,167320.0,-0.42%
2019-08-19,7938.35,7813.92,7938.35,7765.15,214010.0,1.83%
2019-08-20,7886.91,7917.59,7917.59,7845.15,123610.0,-0.65%
2019-08-22,7848.83,7842.09,7848.83,7755.42,267970.0,-0.48%
2019-08-23,7889.41,7806.05,7889.41,7747.39,159380.0,0.52%
2019-08-27,7747.38,7832.42,7832.42,7723.94,282700.0,-1.80%
2019-08-28,7847.5,7762.58,7847.5,7734.42,180190.0,1.29%
2019-08-29,7892.81,7851.26,7892.81,7800.97,132330.0,0.58%
2019-08-30,7979.66,7918.44,7986.26,7903.01,235790.0,1.10%
2019-09-02,7918.53,7954.15,7956.68,7918.53,88800.0,-0.77%
2019-09-03,7804.71,7914.92,7920.91,7804.71,105550.0,-1.44%
2019-09-04,7840.86,7838.77,7852.16,7794.58,101240.0,0.46%
2019-09-05,7898.19,7861.83,7916.96,7854.16,230760.0,0.73%
2019-09-06,7933.47,7915.62,7969.34,7915.62,104930.0,0.45%
2019-09-09,7960.12,7952.88,7961.01,7927.89,52750.0,0.34%
2019-09-10,7929.48,7933.22,7938.33,7893.74,77710.0,-0.38%
2019-09-11,7967.9,7931.38,7967.9,7921.59,107450.0,0.48%
2019-09-12,7944.43,7947.25,7960.24,7937.99,110120.0,-0.29%
2019-09-13,7992.32,7950.16,7995.13,7941.53,92760.0,0.60%
2019-09-16,7996.9,7981.61,7996.9,7911.69,85700.0,0.06%
2019-09-17,7932.23,7969.67,7969.67,7910.25,76710.0,-0.81%
2019-09-18,7915.29,7932.69,7932.69,7892.95,76240.0,-0.21%
2019-09-19,7911.32,7911.88,7919.85,7885.18,62610.0,-0.05%
2019-09-20,7871.11,7902.33,7906.25,7864.11,168890.0,-0.51%
2019-09-23,7867.51,7872.12,7877.44,7823.13,88400.0,-0.05%
2019-09-24,7893.94,7865.38,7893.94,7850.27,171660.0,0.34%
2019-09-25,7896.24,7890.0,7896.24,7790.29,109750.0,0.03%
2019-09-26,7896.48,7893.67,7905.74,7865.1,92460.0,0.00%
2019-09-27,7819.22,7908.39,7908.39,7808.19,167330.0,-0.98%
2019-09-30,7779.07,7825.2,7825.2,7775.51,156940.0,-0.51%
2019-10-01,7739.86,7785.24,7792.58,7710.55,119390.0,-0.50%
2019-10-02,7610.68,7721.56,7721.56,7610.68,136650.0,-1.67%
2019-10-03,7545.55,7587.69,7587.69,7514.05,116770.0,-0.86%
2019-10-04,7704.6,7570.43,7704.6,7570.43,137060.0,2.11%
2019-10-07,7683.22,7697.42,7715.85,7655.46,88830.0,-0.28%
2019-10-08,7756.72,7706.77,7792.55,7691.05,167360.0,0.96%
2019-10-09,7681.25,7742.46,7742.46,7676.47,66040.0,-0.97%
2019-10-10,7765.03,7711.22,7765.03,7706.78,97200.0,1.09%
2019-10-11,7849.94,7766.72,7874.16,7749.55,78790.0,1.09%
2019-10-14,7884.29,7854.04,7908.34,7853.92,119820.0,0.44%
2019-10-15,7840.31,7887.46,7887.46,7816.08,153200.0,-0.56%
2019-10-16,7915.3,7838.83,7915.3,7814.47,169380.0,0.96%
2019-10-17,7930.55,7913.55,7930.55,7894.58,77560.0,0.19%
2019-10-18,7885.23,7934.09,7934.09,7885.23,122620.0,-0.57%
2019-10-21,7891.13,7874.8,7891.95,7849.79,61590.0,0.07%
2019-10-22,7955.24,7884.99,7955.24,7884.02,106000.0,0.81%
2019-10-23,7933.76,7929.09,7933.76,7890.65,74330.0,-0.27%
2019-10-24,7950.98,7927.6,7968.14,7914.58,86550.0,0.22%
2019-10-25,7922.5,7985.52,7985.52,7917.16,170340.0,-0.36%
2019-10-28,7946.53,7935.01,7954.71,7912.87,87990.0,0.30%
2019-10-29,7991.19,7947.56,7991.19,7928.73,141750.0,0.56%
2019-10-30,8020.06,8020.77,8020.77,7965.77,104260.0,0.36%
2019-10-31,7977.12,8020.43,8020.68,7967.54,133680.0,-0.54%
2019-11-04,8059.65,8002.47,8059.82,8002.47,109170.0,1.03%
2019-11-05,8216.68,8055.88,8216.68,8055.56,133340.0,1.95%
2019-11-06,8025.88,8216.92,8216.92,8025.88,153710.0,-2.32%
2019-11-07,8073.81,8083.04,8083.04,8020.91,92700.0,0.60%
2019-11-08,8065.76,8044.9,8065.76,7989.48,245310.0,-0.10%
2019-11-11,8009.38,8055.24,8059.58,8002.77,105420.0,-0.70%
2019-11-12,8012.34,8009.97,8012.34,7962.72,96770.0,0.04%
2019-11-13,7947.47,7988.78,7988.78,7914.45,95090.0,-0.81%
2019-11-14,7933.71,7926.07,7933.71,7881.24,106820.0,-0.17%
2019-11-15,7932.96,7938.59,7946.42,7905.53,120530.0,-0.01%
2019-11-18,7880.94,7925.19,7925.19,7859.04,67040.0,-0.66%
2019-11-19,7912.14,7882.26,7912.14,7882.26,296700.0,0.40%
2019-11-20,7898.06,7896.56,7898.06,7851.85,120520.0,-0.18%
2019-11-21,7818.89,7882.04,7882.04,7744.18,139310.0,-1.00%
2019-11-22,7824.59,7754.51,7824.59,7708.09,141840.0,0.07%
2019-11-25,7771.62,7787.48,7803.87,7750.23,151390.0,-0.68%
2019-11-26,7707.8,7760.38,7817.2,7707.8,934870.0,-0.82%
2019-11-27,7836.89,7747.43,7842.52,7744.03,239670.0,1.67%
2019-11-28,7768.66,7808.58,7826.82,7748.95,157260.0,-0.87%
2019-11-29,7738.96,7754.7,7773.83,7712.39,114960.0,-0.38%
2019-12-02,7877.19,7769.26,7877.19,7753.76,112890.0,1.79%
2019-12-03,7855.18,7858.96,7888.46,7829.35,123620.0,-0.28%
2019-12-04,7815.93,7848.53,7848.53,7772.05,250620.0,-0.50%
2019-12-05,7790.91,7789.74,7817.97,7777.07,171450.0,-0.32%
2019-12-06,7801.72,7796.44,7811.19,7760.75,152380.0,0.14%
2019-12-09,7779.8,7825.13,7838.49,7779.8,171610.0,-0.28%
2019-12-10,7736.18,7760.17,7777.45,7735.61,117860.0,-0.56%
2019-12-11,7786.41,7752.23,7801.1,7751.53,254800.0,0.65%
2019-12-12,7741.07,7744.15,7787.74,7720.5,327840.0,-0.58%
2019-12-13,7877.63,7818.4,7884.17,7804.98,390140.0,1.76%
2019-12-16,7701.6,7882.76,7892.29,7701.6,248010.0,-2.23%
2019-12-17,7730.45,7708.07,7730.45,7631.08,239090.0,0.37%
2019-12-18,7733.67,7751.29,7751.29,7682.94,200350.0,0.04%
2019-12-19,7653.94,7751.21,7751.21,7617.75,194650.0,-1.03%
2019-12-20,7773.12,7643.99,7773.12,7469.41,303840.0,1.56%
2019-12-23,7872.6,7745.96,7872.6,7745.26,124410.0,1.28%
2019-12-26,7842.28,7794.53,7842.28,7772.97,96260.0,-0.39%
2019-12-27,7815.26,7848.39,7891.99,7815.26,177830.0,-0.34%
2020-01-02,7742.53,7721.26,7742.53,7643.98,101150.0,-0.93%
2020-01-03,7839.79,7737.7,7890.94,7737.7,118850.0,1.26%
2020-01-06,7797.87,7802.86,7802.86,7697.89,102130.0,-0.53%
2020-01-07,7840.7,7787.32,7840.7,7781.21,248660.0,0.55%
2020-01-08,7736.24,7762.48,7767.62,7721.29,122370.0,-1.33%
2020-01-09,7797.64,7736.63,7797.64,7736.63,135550.0,0.79%
2020-01-10,7776.77,7794.9,7794.9,7729.05,102250.0,-0.27%
2020-01-13,7776.77,7794.9,7794.9,7729.05,102290.0,0.00%
2020-01-14,7793.25,7761.59,7793.25,7684.28,187120.0,0.21%
2020-01-15,7664.4,7784.14,7784.14,7664.4,132870.0,-1.65%
